url	note
https://scicomp.aalto.fi/triton/tut/monitoring.html	monitoring / seff / slurm q
https://scicomp.aalto.fi/triton/ref/	quick reference hub
https://scicomp.aalto.fi/triton/ref/slurm.html	Slurm options
https://scicomp.aalto.fi/triton/ref/gpu.html	GPU inventory
https://scicomp.aalto.fi/triton/usage/faq.html	pending reasons / requeue FAQ
